timestamp,heart_rate,label
2024-11-18 00:00,120,1
2024-11-18 00:01,49,1
2024-11-18 00:02,50,1
2024-11-18 00:03,71,0
2024-11-18 00:04,91,0
2024-11-18 00:05,88,0
2024-11-18 00:06,91,0
2024-11-18 00:07,71,0
2024-11-18 00:08,48,1
2024-11-18 00:09,70,0
2024-11-18 00:10,64,0
2024-11-18 00:11,88,0
2024-11-18 00:12,72,0
2024-11-18 00:13,112,1
2024-11-18 00:14,71,0
2024-11-18 00:15,85,0
2024-11-18 00:16,56,1
2024-11-18 00:17,88,0
2024-11-18 00:18,77,0
2024-11-18 00:19,118,1
2024-11-18 00:20,72,0
2024-11-18 00:21,52,1
2024-11-18 00:22,61,0
2024-11-18 00:23,76,0
2024-11-18 00:24,110,1
2024-11-18 00:25,64,0
2024-11-18 00:26,72,0
2024-11-18 00:27,76,0
2024-11-18 00:28,50,1
2024-11-18 00:29,107,1
2024-11-18 00:30,59,1
2024-11-18 00:31,93,0
2024-11-18 00:32,108,1
2024-11-18 00:33,70,0
2024-11-18 00:34,87,0
2024-11-18 00:35,78,0
2024-11-18 00:36,121,1
2024-11-18 00:37,86,0
2024-11-18 00:38,89,0
2024-11-18 00:39,65,0
2024-11-18 00:40,124,1
2024-11-18 00:41,48,1
2024-11-18 00:42,103,1
2024-11-18 00:43,108,1
2024-11-18 00:44,68,0
2024-11-18 00:45,104,1
2024-11-18 00:46,83,0
2024-11-18 00:47,65,0
2024-11-18 00:48,45,1
2024-11-18 00:49,68,0
2024-11-18 00:50,54,1
2024-11-18 00:51,121,1
2024-11-18 00:52,109,1
2024-11-18 00:53,53,1
2024-11-18 00:54,83,0
2024-11-18 00:55,111,1
2024-11-18 00:56,118,1
2024-11-18 00:57,88,0
2024-11-18 00:58,109,1
2024-11-18 00:59,57,1
2024-11-18 01:00,75,0
2024-11-18 01:01,95,0
2024-11-18 01:02,71,0
2024-11-18 01:03,84,0
2024-11-18 01:04,119,1
2024-11-18 01:05,70,0
2024-11-18 01:06,84,0
2024-11-18 01:07,114,1
2024-11-18 01:08,80,0
2024-11-18 01:09,71,0
2024-11-18 01:10,119,1
2024-11-18 01:11,84,0
2024-11-18 01:12,55,1
2024-11-18 01:13,76,0
2024-11-18 01:14,95,0
2024-11-18 01:15,78,0
2024-11-18 01:16,64,0
2024-11-18 01:17,83,0
2024-11-18 01:18,96,0
2024-11-18 01:19,60,1
2024-11-18 01:20,66,0
2024-11-18 01:21,94,0
2024-11-18 01:22,112,1
2024-11-18 01:23,91,0
2024-11-18 01:24,65,0
2024-11-18 01:25,112,1
2024-11-18 01:26,72,0
2024-11-18 01:27,124,1
2024-11-18 01:28,52,1
2024-11-18 01:29,63,0
2024-11-18 01:30,123,1
2024-11-18 01:31,118,1
2024-11-18 01:32,59,1
2024-11-18 01:33,50,1
2024-11-18 01:34,79,0
2024-11-18 01:35,87,0
2024-11-18 01:36,94,0
2024-11-18 01:37,98,0
2024-11-18 01:38,54,1
2024-11-18 01:39,97,0
2024-11-18 01:40,95,0
2024-11-18 01:41,81,0
2024-11-18 01:42,67,0
2024-11-18 01:43,71,0
2024-11-18 01:44,50,1
2024-11-18 01:45,80,0
2024-11-18 01:46,56,1
2024-11-18 01:47,54,1
2024-11-18 01:48,103,1
2024-11-18 01:49,93,0
2024-11-18 01:50,120,1
2024-11-18 01:51,105,1
2024-11-18 01:52,116,1
2024-11-18 01:53,68,0
2024-11-18 01:54,90,0
2024-11-18 01:55,54,1
2024-11-18 01:56,76,0
2024-11-18 01:57,80,0
2024-11-18 01:58,77,0
2024-11-18 01:59,109,1
2024-11-18 02:00,105,1
2024-11-18 02:01,104,1
2024-11-18 02:02,62,0
2024-11-18 02:03,69,0
2024-11-18 02:04,56,1
2024-11-18 02:05,59,1
2024-11-18 02:06,90,0
2024-11-18 02:07,46,1
2024-11-18 02:08,91,0
2024-11-18 02:09,87,0
2024-11-18 02:10,124,1
2024-11-18 02:11,85,0
2024-11-18 02:12,98,0
2024-11-18 02:13,121,1
2024-11-18 02:14,125,1
2024-11-18 02:15,49,1
2024-11-18 02:16,78,0
2024-11-18 02:17,99,0
2024-11-18 02:18,96,0
2024-11-18 02:19,102,1
2024-11-18 02:20,53,1
2024-11-18 02:21,87,0
2024-11-18 02:22,109,1
2024-11-18 02:23,69,0
2024-11-18 02:24,59,1
2024-11-18 02:25,69,0
2024-11-18 02:26,84,0
2024-11-18 02:27,81,0
2024-11-18 02:28,99,0
2024-11-18 02:29,52,1
2024-11-18 02:30,90,0
2024-11-18 02:31,72,0
2024-11-18 02:32,90,0
2024-11-18 02:33,98,0
2024-11-18 02:34,111,1
2024-11-18 02:35,65,0
2024-11-18 02:36,73,0
2024-11-18 02:37,82,0
2024-11-18 02:38,91,0
2024-11-18 02:39,68,0
2024-11-18 02:40,76,0
2024-11-18 02:41,48,1
2024-11-18 02:42,114,1
2024-11-18 02:43,64,0
2024-11-18 02:44,116,1
2024-11-18 02:45,45,1
2024-11-18 02:46,122,1
2024-11-18 02:47,89,0
2024-11-18 02:48,125,1
2024-11-18 02:49,82,0
2024-11-18 02:50,47,1
2024-11-18 02:51,121,1
2024-11-18 02:52,117,1
2024-11-18 02:53,52,1
2024-11-18 02:54,53,1
2024-11-18 02:55,88,0
2024-11-18 02:56,95,0
2024-11-18 02:57,75,0
2024-11-18 02:58,67,0
2024-11-18 02:59,67,0
2024-11-18 03:00,72,0
2024-11-18 03:01,53,1
2024-11-18 03:02,99,0
2024-11-18 03:03,59,1
2024-11-18 03:04,98,0
2024-11-18 03:05,100,1
2024-11-18 03:06,106,1
2024-11-18 03:07,87,0
2024-11-18 03:08,123,1
2024-11-18 03:09,79,0
2024-11-18 03:10,110,1
2024-11-18 03:11,123,1
2024-11-18 03:12,120,1
2024-11-18 03:13,106,1
2024-11-18 03:14,102,1
2024-11-18 03:15,52,1
2024-11-18 03:16,121,1
2024-11-18 03:17,54,1
2024-11-18 03:18,105,1
2024-11-18 03:19,89,0
2024-11-18 03:20,95,0
2024-11-18 03:21,63,0
2024-11-18 03:22,47,1
2024-11-18 03:23,117,1
2024-11-18 03:24,110,1
2024-11-18 03:25,46,1
2024-11-18 03:26,119,1
2024-11-18 03:27,81,0
2024-11-18 03:28,120,1
2024-11-18 03:29,56,1
2024-11-18 03:30,119,1
2024-11-18 03:31,54,1
2024-11-18 03:32,109,1
2024-11-18 03:33,111,1
2024-11-18 03:34,97,0
2024-11-18 03:35,74,0
2024-11-18 03:36,121,1
2024-11-18 03:37,121,1
2024-11-18 03:38,65,0
2024-11-18 03:39,106,1
2024-11-18 03:40,91,0
2024-11-18 03:41,115,1
2024-11-18 03:42,62,0
2024-11-18 03:43,47,1
2024-11-18 03:44,115,1
2024-11-18 03:45,97,0
2024-11-18 03:46,89,0
2024-11-18 03:47,59,1
2024-11-18 03:48,91,0
2024-11-18 03:49,45,1
2024-11-18 03:50,86,0
2024-11-18 03:51,93,0
2024-11-18 03:52,99,0
2024-11-18 03:53,106,1
2024-11-18 03:54,107,1
2024-11-18 03:55,54,1
2024-11-18 03:56,60,1
2024-11-18 03:57,113,1
2024-11-18 03:58,52,1
2024-11-18 03:59,58,1
2024-11-18 04:00,82,0
2024-11-18 04:01,116,1
2024-11-18 04:02,83,0
2024-11-18 04:03,54,1
2024-11-18 04:04,67,0
2024-11-18 04:05,124,1
2024-11-18 04:06,51,1
2024-11-18 04:07,75,0
2024-11-18 04:08,116,1
2024-11-18 04:09,81,0
2024-11-18 04:10,93,0
2024-11-18 04:11,125,1
2024-11-18 04:12,121,1
2024-11-18 04:13,90,0
2024-11-18 04:14,77,0
2024-11-18 04:15,74,0
2024-11-18 04:16,84,0
2024-11-18 04:17,97,0
2024-11-18 04:18,119,1
2024-11-18 04:19,52,1
2024-11-18 04:20,96,0
2024-11-18 04:21,92,0
2024-11-18 04:22,105,1
2024-11-18 04:23,84,0
2024-11-18 04:24,101,1
2024-11-18 04:25,84,0
2024-11-18 04:26,62,0
2024-11-18 04:27,71,0
2024-11-18 04:28,81,0
2024-11-18 04:29,86,0
2024-11-18 04:30,124,1
2024-11-18 04:31,100,1
2024-11-18 04:32,70,0
2024-11-18 04:33,69,0
2024-11-18 04:34,80,0
2024-11-18 04:35,86,0
2024-11-18 04:36,106,1
2024-11-18 04:37,47,1
2024-11-18 04:38,91,0
2024-11-18 04:39,49,1
2024-11-18 04:40,118,1
2024-11-18 04:41,61,0
2024-11-18 04:42,94,0
2024-11-18 04:43,50,1
2024-11-18 04:44,46,1
2024-11-18 04:45,48,1
2024-11-18 04:46,51,1
2024-11-18 04:47,119,1
2024-11-18 04:48,108,1
2024-11-18 04:49,100,1
2024-11-18 04:50,112,1
2024-11-18 04:51,58,1
2024-11-18 04:52,99,0
2024-11-18 04:53,112,1
2024-11-18 04:54,98,0
2024-11-18 04:55,124,1
2024-11-18 04:56,101,1
2024-11-18 04:57,62,0
2024-11-18 04:58,119,1
2024-11-18 04:59,114,1
2024-11-18 05:00,55,1
2024-11-18 05:01,124,1
2024-11-18 05:02,69,0
2024-11-18 05:03,108,1
2024-11-18 05:04,68,0
2024-11-18 05:05,82,0
2024-11-18 05:06,106,1
2024-11-18 05:07,107,1
2024-11-18 05:08,110,1
2024-11-18 05:09,113,1
2024-11-18 05:10,85,0
2024-11-18 05:11,117,1
2024-11-18 05:12,59,1
2024-11-18 05:13,119,1
2024-11-18 05:14,115,1
2024-11-18 05:15,94,0
2024-11-18 05:16,91,0
2024-11-18 05:17,113,1
2024-11-18 05:18,73,0
2024-11-18 05:19,87,0
2024-11-18 05:20,110,1
2024-11-18 05:21,58,1
2024-11-18 05:22,117,1
2024-11-18 05:23,74,0
2024-11-18 05:24,62,0
2024-11-18 05:25,114,1
2024-11-18 05:26,101,1
2024-11-18 05:27,94,0
2024-11-18 05:28,82,0
2024-11-18 05:29,95,0
2024-11-18 05:30,68,0
2024-11-18 05:31,96,0
2024-11-18 05:32,81,0
2024-11-18 05:33,65,0
2024-11-18 05:34,70,0
2024-11-18 05:35,121,1
2024-11-18 05:36,47,1
2024-11-18 05:37,86,0
2024-11-18 05:38,110,1
2024-11-18 05:39,103,1
2024-11-18 05:40,112,1
2024-11-18 05:41,105,1
2024-11-18 05:42,60,1
2024-11-18 05:43,75,0
2024-11-18 05:44,95,0
2024-11-18 05:45,74,0
2024-11-18 05:46,73,0
2024-11-18 05:47,113,1
2024-11-18 05:48,72,0
2024-11-18 05:49,73,0
2024-11-18 05:50,51,1
2024-11-18 05:51,80,0
2024-11-18 05:52,103,1
2024-11-18 05:53,84,0
2024-11-18 05:54,58,1
2024-11-18 05:55,124,1
2024-11-18 05:56,99,0
2024-11-18 05:57,81,0
2024-11-18 05:58,110,1
2024-11-18 05:59,55,1
2024-11-18 06:00,124,1
2024-11-18 06:01,100,1
2024-11-18 06:02,66,0
2024-11-18 06:03,97,0
2024-11-18 06:04,51,1
2024-11-18 06:05,105,1
2024-11-18 06:06,56,1
2024-11-18 06:07,111,1
2024-11-18 06:08,75,0
2024-11-18 06:09,68,0
2024-11-18 06:10,91,0
2024-11-18 06:11,111,1
2024-11-18 06:12,54,1
2024-11-18 06:13,92,0
2024-11-18 06:14,103,1
2024-11-18 06:15,57,1
2024-11-18 06:16,115,1
2024-11-18 06:17,95,0
2024-11-18 06:18,69,0
2024-11-18 06:19,124,1
2024-11-18 06:20,64,0
2024-11-18 06:21,123,1
2024-11-18 06:22,100,1
2024-11-18 06:23,63,0
2024-11-18 06:24,76,0
2024-11-18 06:25,125,1
2024-11-18 06:26,89,0
2024-11-18 06:27,118,1
2024-11-18 06:28,101,1
2024-11-18 06:29,83,0
2024-11-18 06:30,54,1
2024-11-18 06:31,60,1
2024-11-18 06:32,108,1
2024-11-18 06:33,54,1
2024-11-18 06:34,104,1
2024-11-18 06:35,117,1
2024-11-18 06:36,105,1
2024-11-18 06:37,58,1
2024-11-18 06:38,84,0
2024-11-18 06:39,113,1
2024-11-18 06:40,97,0
2024-11-18 06:41,104,1
2024-11-18 06:42,81,0
2024-11-18 06:43,102,1
2024-11-18 06:44,116,1
2024-11-18 06:45,103,1
2024-11-18 06:46,88,0
2024-11-18 06:47,112,1
2024-11-18 06:48,98,0
2024-11-18 06:49,104,1
2024-11-18 06:50,107,1
2024-11-18 06:51,50,1
2024-11-18 06:52,100,1
2024-11-18 06:53,63,0
2024-11-18 06:54,55,1
2024-11-18 06:55,84,0
2024-11-18 06:56,113,1
2024-11-18 06:57,110,1
2024-11-18 06:58,58,1
2024-11-18 06:59,103,1
2024-11-18 07:00,72,0
2024-11-18 07:01,68,0
2024-11-18 07:02,95,0
2024-11-18 07:03,49,1
2024-11-18 07:04,102,1
2024-11-18 07:05,64,0
2024-11-18 07:06,122,1
2024-11-18 07:07,96,0
2024-11-18 07:08,112,1
2024-11-18 07:09,50,1
2024-11-18 07:10,47,1
2024-11-18 07:11,73,0
2024-11-18 07:12,79,0
2024-11-18 07:13,125,1
2024-11-18 07:14,50,1
2024-11-18 07:15,97,0
2024-11-18 07:16,122,1
2024-11-18 07:17,100,1
2024-11-18 07:18,100,1
2024-11-18 07:19,87,0
2024-11-18 07:20,106,1
2024-11-18 07:21,53,1
2024-11-18 07:22,67,0
2024-11-18 07:23,70,0
2024-11-18 07:24,117,1
2024-11-18 07:25,112,1
2024-11-18 07:26,83,0
2024-11-18 07:27,82,0
2024-11-18 07:28,53,1
2024-11-18 07:29,116,1
2024-11-18 07:30,54,1
2024-11-18 07:31,90,0
2024-11-18 07:32,86,0
2024-11-18 07:33,92,0
2024-11-18 07:34,70,0
2024-11-18 07:35,89,0
2024-11-18 07:36,89,0
2024-11-18 07:37,54,1
2024-11-18 07:38,46,1
2024-11-18 07:39,62,0
2024-11-18 07:40,119,1
2024-11-18 07:41,50,1
2024-11-18 07:42,120,1
2024-11-18 07:43,85,0
2024-11-18 07:44,66,0
2024-11-18 07:45,51,1
2024-11-18 07:46,117,1
2024-11-18 07:47,61,0
2024-11-18 07:48,51,1
2024-11-18 07:49,101,1
2024-11-18 07:50,119,1
2024-11-18 07:51,97,0
2024-11-18 07:52,46,1
2024-11-18 07:53,73,0
2024-11-18 07:54,121,1
2024-11-18 07:55,110,1
2024-11-18 07:56,94,0
2024-11-18 07:57,57,1
2024-11-18 07:58,50,1
2024-11-18 07:59,110,1
2024-11-18 08:00,68,0
2024-11-18 08:01,61,0
2024-11-18 08:02,64,0
2024-11-18 08:03,118,1
2024-11-18 08:04,66,0
2024-11-18 08:05,58,1
2024-11-18 08:06,111,1
2024-11-18 08:07,103,1
2024-11-18 08:08,100,1
2024-11-18 08:09,117,1
2024-11-18 08:10,85,0
2024-11-18 08:11,107,1
2024-11-18 08:12,51,1
2024-11-18 08:13,45,1
2024-11-18 08:14,52,1
2024-11-18 08:15,55,1
2024-11-18 08:16,65,0
2024-11-18 08:17,99,0
2024-11-18 08:18,89,0
2024-11-18 08:19,99,0
2024-11-18 08:20,70,0
2024-11-18 08:21,90,0
2024-11-18 08:22,106,1
2024-11-18 08:23,50,1
2024-11-18 08:24,107,1
2024-11-18 08:25,69,0
2024-11-18 08:26,49,1
2024-11-18 08:27,55,1
2024-11-18 08:28,56,1
2024-11-18 08:29,57,1
2024-11-18 08:30,75,0
2024-11-18 08:31,102,1
2024-11-18 08:32,99,0
2024-11-18 08:33,74,0
2024-11-18 08:34,96,0
2024-11-18 08:35,120,1
2024-11-18 08:36,90,0
2024-11-18 08:37,84,0
2024-11-18 08:38,107,1
2024-11-18 08:39,114,1
2024-11-18 08:40,94,0
2024-11-18 08:41,46,1
2024-11-18 08:42,106,1
2024-11-18 08:43,114,1
2024-11-18 08:44,105,1
2024-11-18 08:45,66,0
2024-11-18 08:46,97,0
2024-11-18 08:47,71,0
2024-11-18 08:48,125,1
2024-11-18 08:49,109,1
2024-11-18 08:50,91,0
2024-11-18 08:51,74,0
2024-11-18 08:52,47,1
2024-11-18 08:53,60,1
2024-11-18 08:54,122,1
2024-11-18 08:55,114,1
2024-11-18 08:56,109,1
2024-11-18 08:57,112,1
2024-11-18 08:58,110,1
2024-11-18 08:59,46,1
2024-11-18 09:00,105,1
2024-11-18 09:01,104,1
2024-11-18 09:02,99,0
2024-11-18 09:03,82,0
2024-11-18 09:04,69,0
2024-11-18 09:05,123,1
2024-11-18 09:06,51,1
2024-11-18 09:07,46,1
2024-11-18 09:08,57,1
2024-11-18 09:09,119,1
2024-11-18 09:10,51,1
2024-11-18 09:11,73,0
2024-11-18 09:12,60,1
2024-11-18 09:13,67,0
2024-11-18 09:14,84,0
2024-11-18 09:15,58,1
2024-11-18 09:16,83,0
2024-11-18 09:17,48,1
2024-11-18 09:18,97,0
2024-11-18 09:19,106,1
2024-11-18 09:20,55,1
2024-11-18 09:21,99,0
2024-11-18 09:22,72,0
2024-11-18 09:23,124,1
2024-11-18 09:24,45,1
2024-11-18 09:25,92,0
2024-11-18 09:26,82,0
2024-11-18 09:27,87,0
2024-11-18 09:28,102,1
2024-11-18 09:29,107,1
2024-11-18 09:30,80,0
2024-11-18 09:31,80,0
2024-11-18 09:32,69,0
2024-11-18 09:33,105,1
2024-11-18 09:34,100,1
2024-11-18 09:35,63,0
2024-11-18 09:36,94,0
2024-11-18 09:37,120,1
2024-11-18 09:38,117,1
2024-11-18 09:39,102,1
2024-11-18 09:40,72,0
2024-11-18 09:41,104,1
2024-11-18 09:42,53,1
2024-11-18 09:43,85,0
2024-11-18 09:44,71,0
2024-11-18 09:45,116,1
2024-11-18 09:46,108,1
2024-11-18 09:47,52,1
2024-11-18 09:48,66,0
2024-11-18 09:49,91,0
2024-11-18 09:50,93,0
2024-11-18 09:51,107,1
2024-11-18 09:52,98,0
2024-11-18 09:53,100,1
2024-11-18 09:54,77,0
2024-11-18 09:55,96,0
2024-11-18 09:56,85,0
2024-11-18 09:57,113,1
2024-11-18 09:58,118,1
2024-11-18 09:59,79,0
2024-11-18 10:00,77,0
2024-11-18 10:01,74,0
2024-11-18 10:02,61,0
2024-11-18 10:03,90,0
2024-11-18 10:04,111,1
2024-11-18 10:05,114,1
2024-11-18 10:06,71,0
2024-11-18 10:07,50,1
2024-11-18 10:08,51,1
2024-11-18 10:09,87,0
2024-11-18 10:10,99,0
2024-11-18 10:11,45,1
2024-11-18 10:12,125,1
2024-11-18 10:13,108,1
2024-11-18 10:14,81,0
2024-11-18 10:15,51,1
2024-11-18 10:16,62,0
2024-11-18 10:17,93,0
2024-11-18 10:18,119,1
2024-11-18 10:19,57,1
2024-11-18 10:20,125,1
2024-11-18 10:21,60,1
2024-11-18 10:22,60,1
2024-11-18 10:23,68,0
2024-11-18 10:24,64,0
2024-11-18 10:25,125,1
2024-11-18 10:26,82,0
2024-11-18 10:27,77,0
